Trial,Date,Week,Day,Reef,Treatment,Density,deployment.day,num.tol.occ.,which.tol,Adult.BEG.Density,Juv.BEG.density,notes,,,,,
4,5/31/2018,1,1,1,Low,14,A,,,,,,,,,,
4,5/31/2018,1,1,2,High,14,A,,,,,,,,,,
4,5/31/2018,1,1,3,Medium,11,A,,,,,,,,,,
4,5/31/2018,1,1,4,High,15,A,,,,,,,,,,
4,5/31/2018,1,1,5,Medium,15,A,,,,,,,,,,
4,5/31/2018,1,1,6,Low,17,A,,,,,,,,,,
4,5/31/2018,1,1,7,Medium,14,A,,,,,,,,,,
4,5/31/2018,1,1,8,High,16,A,,,,,,,,,,
4,5/31/2018,1,1,9,Low,11,A,,,,,,,,,,
4,5/31/2018,1,1,10,Medium,10,B,,,,,,,,,,
4,5/31/2018,1,1,11,Low,11,B,,,,,,,,,,
4,5/31/2018,1,1,12,High,12,B,,,,,,,,,,
4,5/31/2018,1,1,13,Low,9,B,,,,,,,,,,
4,5/31/2018,1,1,14,Medium,15,B,,,,,,,,,,
4,5/31/2018,1,1,15,Low,10,B,,,,,,,,,,
4,5/31/2018,1,1,16,High,11,B,,,,,,,,,,
4,5/31/2018,1,1,17,Medium,8,B,,,,,,,,,,
4,5/31/2018,1,1,18,High,10,B,,,,,,,,,,
4,6/5/2018,1,5,1,Low,10,A,,,,,,,,,,
4,6/5/2018,1,5,2,High,11,A,,,,,,,,,,
4,6/5/2018,1,5,3,Medium,11,A,,,,,,,,,,
4,6/5/2018,1,5,4,High,8,A,,,,,,,,,,
4,6/5/2018,1,5,5,Medium,3,A,,,,,,,,,,
4,6/5/2018,1,5,6,Low,12,A,,,,,,,,,,
4,6/5/2018,1,5,7,Medium,11,A,,,,,,,,,,
4,6/5/2018,1,5,8,High,13,A,,,,,,,,,,
4,6/5/2018,1,5,9,Low,13,A,,,,,,,,,,
4,6/5/2018,1,4,10,Medium,16,B,,,,,,,,,,
4,6/5/2018,1,4,11,Low,14,B,,,,,,,,,,
4,6/5/2018,1,4,12,High,18,B,,,,,,,,,,
4,6/5/2018,1,4,13,Low,14,B,,,,,,,,,,
4,6/5/2018,1,4,14,Medium,16,B,,,,,,,,,,
4,6/5/2018,1,4,15,Low,12,B,,,,,,,,,,
4,6/5/2018,1,4,16,High,13,B,,,,,,,,,,
4,6/5/2018,1,4,17,Medium,10,B,,,,,,,,,,
4,6/5/2018,1,4,18,High,10,B,,,,,,,,,,
4,6/6/2018,1,6,1,Low,7,A,,,,,,,,,,
4,6/6/2018,1,6,2,High,7,A,,,,,,,,,,
4,6/6/2018,1,6,3,Medium,11,A,,,,,,,,,,
4,6/6/2018,1,6,4,High,4,A,,,,,,,,,,
4,6/6/2018,1,6,5,Medium,5,A,,,,,,,,,,
4,6/6/2018,1,6,6,Low,9,A,,,,,,,,,,
4,6/6/2018,1,6,7,Medium,6,A,,,,,,,,,,
4,6/6/2018,1,6,8,High,9,A,,,,,,,,,,
4,6/6/2018,1,6,9,Low,9,A,,,,,,,,,,
4,6/6/2018,1,5,10,Medium,10,B,,,,,,,,,,
4,6/6/2018,1,5,11,Low,11,B,,,,,,,,,,
4,6/6/2018,1,5,12,High,15,B,,,,,,,,,,
4,6/6/2018,1,5,13,Low,12,B,,,,,,,,,,
4,6/6/2018,1,5,14,Medium,11,B,,,,,,,,,,
4,6/6/2018,1,5,15,Low,11,B,,,,,,,,,,
4,6/6/2018,1,5,16,High,11,B,,,,,,,,,,
4,6/6/2018,1,5,17,Medium,11,B,,,,,,,,,,
4,6/6/2018,1,5,18,High,9,B,,,,,,,,,,
4,6/7/2018,1,7,1,Low,8,A,,,,,,,,,,
4,6/7/2018,1,7,2,High,8,A,,,,,,,,,,
4,6/7/2018,1,7,3,Medium,8,A,,,,,,,,,,
4,6/7/2018,1,7,4,High,4,A,,,,,,,,,,
4,6/7/2018,1,7,5,Medium,7,A,,,,,,,,,,
4,6/7/2018,1,7,6,Low,9,A,,,,,,,,,,
4,6/7/2018,1,7,7,Medium,9,A,,,,,,,,,,
4,6/7/2018,1,7,8,High,7,A,,,,,,,,,,
4,6/7/2018,1,7,9,Low,11,A,,,,,,,,,,
4,6/7/2018,1,6,10,Medium,10,B,,,,,,,,,,
4,6/7/2018,1,6,11,Low,15,B,,,,,,,,,,
4,6/7/2018,1,6,12,High,14,B,,,,,,,,,,
4,6/7/2018,1,6,13,Low,14,B,,,,,,,,,,
4,6/7/2018,1,6,14,Medium,18,B,,,,,,,,,,
4,6/7/2018,1,6,15,Low,16,B,,,,,,,,,,
4,6/7/2018,1,6,16,High,12,B,,,,,,,,,,
4,6/7/2018,1,6,17,Medium,13,B,,,,,,,,,,
4,6/7/2018,1,6,18,High,16,B,,,,,,,,,,
4,6/11/2018,2,11,1,Low,0,A,,,,,,,,,,
4,6/11/2018,2,11,2,High,1,A,,,,,,,,,,
4,6/11/2018,2,11,3,Medium,6,A,,,,,,,,,,
4,6/11/2018,2,11,4,High,3,A,,,,,,,,,,
4,6/11/2018,2,11,5,Medium,3,A,,,,,,,,,,
4,6/11/2018,2,11,6,Low,5,A,,,,,,,,,,
4,6/11/2018,2,11,7,Medium,3,A,,,,,,,,,,
4,6/11/2018,2,11,8,High,5,A,,,,,,,,,,
4,6/11/2018,2,11,9,Low,5,A,,,,,,,,,,
4,6/11/2018,2,12,10,Medium,11,B,,,,,,,,,,
4,6/11/2018,2,12,11,Low,14,B,,,,,,,,,,
4,6/11/2018,2,12,12,High,12,B,,,,,,,,,,
4,6/11/2018,2,12,13,Low,11,B,,,,,,,,,,
4,6/11/2018,2,12,14,Medium,13,B,,,,,,,,,,
4,6/11/2018,2,12,15,Low,11,B,,,,,,,,,,
4,6/11/2018,2,12,16,High,7,B,,,,,,,,,,
4,6/11/2018,2,12,17,Medium,6,B,,,,,,,,,,
4,6/11/2018,2,12,18,High,12,B,,,,,,,,,,
4,6/12/2018,2,12,1,Low,2,A,,,,,,,,,,
4,6/12/2018,2,12,2,High,4,A,,,,,,,,,,
4,6/12/2018,2,12,3,Medium,3,A,,,,,,,,,,
4,6/12/2018,2,12,4,High,1,A,,,,,,,,,,
4,6/12/2018,2,12,5,Medium,1,A,,,,,,,,,,
4,6/12/2018,2,12,6,Low,3,A,,,,,,,,,,
4,6/12/2018,2,12,7,Medium,0,A,,,,,,,,,,
4,6/12/2018,2,12,8,High,3,A,,,,,,,,,,
4,6/12/2018,2,12,9,Low,4,A,,,,,,,,,,
4,6/12/2018,2,11,10,Medium,10,B,,,,,,,,,,
4,6/12/2018,2,11,11,Low,11,B,,,,,,,,,,
4,6/12/2018,2,11,12,High,15,B,,,,,,,,,,
4,6/12/2018,2,11,13,Low,12,B,,,,,,,,,,
4,6/12/2018,2,11,14,Medium,14,B,,,,,,,,,,
4,6/12/2018,2,11,15,Low,10,B,,,,,,,,,,
4,6/12/2018,2,11,16,High,16,B,,,,,,,,,,
4,6/12/2018,2,11,17,Medium,17,B,,,,,,,,,,
4,6/12/2018,2,11,18,High,18,B,,,,,,,,,,
4,6/13/2018,2,13,1,Low,2,A,,,,,,,,,,
4,6/13/2018,2,13,2,High,5,A,,,,,,,,,,
4,6/13/2018,2,13,3,Medium,7,A,,,,,,,,,,
4,6/13/2018,2,13,4,High,1,A,,,,,,,,,,
4,6/13/2018,2,13,5,Medium,1,A,,,,,,,,,,
4,6/13/2018,2,13,6,Low,3,A,,,,,,,,,,
4,6/13/2018,2,13,7,Medium,2,A,,,,,,,,,,
4,6/13/2018,2,13,8,High,4,A,,,,,,,,,,
4,6/13/2018,2,13,9,Low,5,A,,,,,,,,,,
4,6/13/2018,2,12,10,Medium,12,B,,,,,,,,,,
4,6/13/2018,2,12,11,Low,15,B,,,,,,,,,,
4,6/13/2018,2,12,12,High,11,B,,,,,,,,,,
4,6/13/2018,2,12,13,Low,15,B,,,,,,,,,,
4,6/13/2018,2,12,14,Medium,20,B,,,,,,,,,,
4,6/13/2018,2,12,15,Low,10,B,,,,,,,,,,
4,6/13/2018,2,12,16,High,11,B,,,,,,,,,,
4,6/13/2018,2,12,17,Medium,10,B,,,,,,,,,,
4,6/13/2018,2,12,18,High,10,B,,,,,,,,,,
4,6/14/2018,2,14,1,Low,5,A,,,,,,,,,,
4,6/14/2018,2,14,2,High,6,A,,,,,,,,,,
4,6/14/2018,2,14,3,Medium,7,A,,,,,,,,,,
4,6/14/2018,2,14,4,High,1,A,,,,,,,,,,
4,6/14/2018,2,14,5,Medium,NA,A,,,,,,,,,,
4,6/14/2018,2,14,6,Low,6,A,,,,,,,,,,
4,6/14/2018,2,14,7,Medium,2,A,,,,,,,,,,
4,6/14/2018,2,14,8,High,3,A,,,,,,,,,,
4,6/14/2018,2,14,9,Low,6,A,,,,,,,,,,
4,6/14/2018,2,13,10,Medium,11,B,,,,,,,,,,
4,6/14/2018,2,13,11,Low,18,B,,,,,,,,,,
4,6/14/2018,2,13,12,High,10,B,,,,,,,,,,
4,6/14/2018,2,13,13,Low,17,B,,,,,,,,,,
4,6/14/2018,2,13,14,Medium,18,B,,,,,,,,,,
4,6/14/2018,2,13,15,Low,13,B,,,,,,,,,,
4,6/14/2018,2,13,16,High,13,B,,,,,,,,,,
4,6/14/2018,2,13,17,Medium,14,B,,,,,,,,,,
4,6/14/2018,2,13,18,High,10,B,,,,,,,,,,
4,6/16/2018,3,16,1,Low,3,A,,,,,,,,,,
4,6/16/2018,3,16,2,High,5,A,,,,,,,,,,
4,6/16/2018,3,16,3,Medium,4,A,,,,,,,,,,
4,6/16/2018,3,16,4,High,0,A,,,,,,,,,,
4,6/16/2018,3,16,5,Medium,1,A,,,,,,,,,,
4,6/16/2018,3,16,6,Low,3,A,,,,,,,,,,
4,6/16/2018,3,16,7,Medium,2,A,,,,,,,,,,
4,6/16/2018,3,16,8,High,4,A,,,,,,,,,,
4,6/16/2018,3,16,9,Low,6,A,,,,,,,,,,
4,6/16/2018,3,15,10,Medium,8,B,,,,,,,,,,
4,6/16/2018,3,15,11,Low,11,B,,,,,,,,,,
4,6/16/2018,3,15,12,High,9,B,,,,,,,,,,
4,6/16/2018,3,15,13,Low,10,B,,,,,,,,,,
4,6/16/2018,3,15,14,Medium,12,B,,,,,,,,,,
4,6/16/2018,3,15,15,Low,9,B,,,,,,,,,,
4,6/16/2018,3,15,16,High,11,B,,,,,,,,,,
4,6/16/2018,3,15,17,Medium,9,B,,,,,,,,,,
4,6/16/2018,3,15,18,High,7,B,,,,,,,,,,
4,6/17/2018,3,17,1,Low,0,A,,,,,,,,,,
4,6/17/2018,3,17,2,High,7,A,,,,,,,,,,
4,6/17/2018,3,17,3,Medium,3,A,,,,,,,,,,
4,6/17/2018,3,17,4,High,0,A,,,,,,,,,,
4,6/17/2018,3,17,5,Medium,3,A,,,,,,,,,,
4,6/17/2018,3,17,6,Low,5,A,,,,,,,,,,
4,6/17/2018,3,17,7,Medium,2,A,,,,,,,,,,
4,6/17/2018,3,17,8,High,6,A,,,,,,,,,,
4,6/17/2018,3,17,9,Low,4,A,,,,,,,,,,
4,6/17/2018,3,16,10,Medium,7,B,,,,,,,,,,
4,6/17/2018,3,16,11,Low,12,B,,,,,,,,,,
4,6/17/2018,3,16,12,High,11,B,,,,,,,,,,
4,6/17/2018,3,16,13,Low,9,B,,,,,,,,,,
4,6/17/2018,3,16,14,Medium,12,B,,,,,,,,,,
4,6/17/2018,3,16,15,Low,11,B,,,,,,,,,,
4,6/17/2018,3,16,16,High,10,B,,,,,,,,,,
4,6/17/2018,3,16,17,Medium,11,B,,,,,,,,,,
4,6/17/2018,3,16,18,High,7,B,,,,,,,,,,
4,6/19/2018,3,19,1,Low,0,A,,,,,,,,,,
4,6/19/2018,3,19,2,High,3,A,,,,,,,,,,
4,6/19/2018,3,19,3,Medium,3,A,,,,,,,,,,
4,6/19/2018,3,19,4,High,1,A,,,,,,,,,,
4,6/19/2018,3,19,5,Medium,3,A,,,,,,,,,,
4,6/19/2018,3,19,6,Low,5,A,,,,,,,,,,
4,6/19/2018,3,19,7,Medium,2,A,,,,,,,,,,
4,6/19/2018,3,19,8,High,4,A,,,,,,,,,,
4,6/19/2018,3,19,9,Low,3,A,,,,,,,,,,
4,6/19/2018,3,18,10,Medium,9,B,,,,,,,,,,
4,6/19/2018,3,18,11,Low,14,B,,,,,,,,,,
4,6/19/2018,3,18,12,High,15,B,,,,,,,,,,
4,6/19/2018,3,18,13,Low,12,B,,,,,,,,,,
4,6/19/2018,3,18,14,Medium,14,B,,,,,,,,,,
4,6/19/2018,3,18,15,Low,13,B,,,,,,,,,,
4,6/19/2018,3,18,16,High,12,B,,,,,,,,,,
4,6/19/2018,3,18,17,Medium,13,B,,,,,,,,,,
4,6/19/2018,3,18,18,High,5,B,,,,,,,,,,
4,6/20/2018,3,20,1,Low,1,A,,,,,,,,,,
4,6/20/2018,3,20,2,High,4,A,,,,,,,,,,
4,6/20/2018,3,20,3,Medium,2,A,,,,,,,,,,
4,6/20/2018,3,20,4,High,1,A,,,,,,,,,,
4,6/20/2018,3,20,5,Medium,1,A,,,,,,,,,,
4,6/20/2018,3,20,6,Low,5,A,,,,,,,,,,
4,6/20/2018,3,20,7,Medium,2,A,,,,,,,,,,
4,6/20/2018,3,20,8,High,2,A,,,,,,,,,,
4,6/20/2018,3,20,9,Low,2,A,,,,,,,,,,
4,6/20/2018,3,19,10,Medium,9,B,,,,,,,,,,
4,6/20/2018,3,19,11,Low,14,B,,,,,,,,,,
4,6/20/2018,3,19,12,High,14,B,,,,,,,,,,
4,6/20/2018,3,19,13,Low,9,B,,,,,,,,,,
4,6/20/2018,3,19,14,Medium,16,B,,,,,,,,,,
4,6/20/2018,3,19,15,Low,8,B,,,,,,,,,,
4,6/20/2018,3,19,16,High,11,B,,,,,,,,,,
4,6/20/2018,3,19,17,Medium,9,B,,,,,,,,,,
4,6/20/2018,3,19,18,High,6,B,,,,,,,,,,
4,6/26/2018,4,26,1,Low,1,A,,,,,,,,,,
4,6/26/2018,4,26,2,High,3,A,,,,,,,,,,
4,6/26/2018,4,26,3,Medium,0,A,,,,,,,,,,
4,6/26/2018,4,26,4,High,1,A,,,,,,,,,,
4,6/26/2018,4,26,5,Medium,0,A,,,,,,,,,,
4,6/26/2018,4,26,6,Low,2,A,,,,,,,,,,
4,6/26/2018,4,26,7,Medium,2,A,,,,,,,,,,
4,6/26/2018,4,26,8,High,2,A,,,,,,,,,,
4,6/26/2018,4,26,9,Low,2,A,,,,,,,,,,
4,6/26/2018,4,25,10,Medium,5,B,,,,,,,,,,
4,6/26/2018,4,25,11,Low,11,B,,,,,,,,,,
4,6/26/2018,4,25,12,High,14,B,,,,,,,,,,
4,6/26/2018,4,25,13,Low,11,B,,,,,,,,,,
4,6/26/2018,4,25,14,Medium,13,B,,,,,,,,,,
4,6/26/2018,4,25,15,Low,7,B,,,,,,,,,,
4,6/26/2018,4,25,16,High,3,B,,,,,,,,,,
4,6/26/2018,4,25,17,Medium,6,B,,,,,,,,,,
4,6/26/2018,4,25,18,High,3,B,,,,,,,,,,
4,6/27/2018,4,27,1,Low,0,A,,,,,,,,,,
4,6/27/2018,4,27,2,High,3,A,,,,,,,,,,
4,6/27/2018,4,27,3,Medium,1,A,,,,,,,,,,
4,6/27/2018,4,27,4,High,1,A,,,,,,,,,,
4,6/27/2018,4,27,5,Medium,0,A,,,,,,,,,,
4,6/27/2018,4,27,6,Low,2,A,,,,,,,,,,
4,6/27/2018,4,27,7,Medium,2,A,,,,,,,,,,
4,6/27/2018,4,27,8,High,2,A,,,,,,,,,,
4,6/27/2018,4,27,9,Low,1,A,,,,,,,,,,
4,6/27/2018,4,26,10,Medium,3,B,,,,,,,,,,
4,6/27/2018,4,26,11,Low,10,B,,,,,,,,,,
4,6/27/2018,4,26,12,High,14,B,,,,,,,,,,
4,6/27/2018,4,26,13,Low,12,B,,,,,,,,,,
4,6/27/2018,4,26,14,Medium,14,B,,,,,,,,,,
4,6/27/2018,4,26,15,Low,6,B,,,,,,,,,,
4,6/27/2018,4,26,16,High,7,B,,,,,,,,,,
4,6/27/2018,4,26,17,Medium,11,B,,,,,,,,,,
4,6/27/2018,4,26,18,High,NA,B,,,,,,,,,,
4,6/28/2018,4,28,1,Low,0,A,,,,,,,,,,
4,6/28/2018,4,28,2,High,2,A,,,,,,,,,,
4,6/28/2018,4,28,3,Medium,1,A,,,,,,,,,,
4,6/28/2018,4,28,4,High,1,A,,,,,,,,,,
4,6/28/2018,4,28,5,Medium,2,A,,,,,,,,,,
4,6/28/2018,4,28,6,Low,2,A,,,,,,,,,,
4,6/28/2018,4,28,7,Medium,2,A,,,,,,,,,,
4,6/28/2018,4,28,8,High,0,A,,,,,,,,,,
4,6/28/2018,4,28,9,Low,1,A,,,,,,,,,,
4,6/28/2018,4,27,10,Medium,2,B,,,,,,,,,,
4,6/28/2018,4,27,11,Low,14,B,,,,,,,,,,
4,6/28/2018,4,27,12,High,7,B,,,,,,,,,,
4,6/28/2018,4,27,13,Low,8,B,,,,,,,,,,
4,6/28/2018,4,27,14,Medium,12,B,,,,,,,,,,
4,6/28/2018,4,27,15,Low,8,B,,,,,,,,,,
4,6/28/2018,4,27,16,High,2,B,,,,,,,,,,
4,6/28/2018,4,27,17,Medium,6,B,,,,,,,,,,
4,6/28/2018,4,27,18,High,2,B,,,,,,,,,,
4,6/29/2018,4,28,16,High,6,B,,,,,,,,,,
4,6/29/2018,4,28,17,Medium,12,B,,,,,,,,,,
4,6/29/2018,4,28,18,High,4,B,,,,,,,,,,
5,7/4/2018,1,1,1,High,15,A,0,NA,,,,,,,,
5,7/4/2018,1,1,2,Low,9,A,1,5,,,,,,,,
5,7/4/2018,1,1,3,Medium,14,A,0,NA,,,,,,,,
5,7/4/2018,1,1,4,Low,12,A,1,2,,,,,,,,
5,7/4/2018,1,1,5,Medium,11,A,0,NA,,,,,,,,
5,7/4/2018,1,1,6,High,11,A,1,1,,,,,,,,
5,7/5/2018,1,2,1,High,9,A,1,1,,,,,,,,
5,7/5/2018,1,2,2,Low,12,A,0,,,,,,,,,
5,7/5/2018,1,2,3,Medium,12,A,0,,,,,,,,,
5,7/5/2018,1,2,4,Low,11,A,2,"3,5",,,,,,,,
5,7/5/2018,1,2,5,Medium,12,A,1,5,,,,,,,,
5,7/5/2018,1,2,6,High,10,A,1,1,,,,,,,,
5,7/5/2018,1,1,7,Medium,15,B,0,,,,,,,,,
5,7/5/2018,1,1,8,Low,11,B,0,,,,,,,,,
5,7/5/2018,1,1,9,High,14,B,0,,,,,,,,,
5,7/5/2018,1,1,10,Medium,16,B,0,,,,,,,,,
5,7/5/2018,1,1,11,Low,14,B,0,,,,,,,,,
5,7/5/2018,1,1,12,High,15,B,2,"1,2",,,,,,,,
5,7/5/2018,1,1,13,Low,10,B,0,,,,,,,,,
5,7/5/2018,1,1,14,Medium,11,B,2,"4,5",,,,,,,,
5,7/5/2018,1,1,15,High,15,B,0,,,,,,,,,
5,7/5/2018,1,1,16,Medium,12,B,1,4,,,,,,,,
5,7/5/2018,1,1,17,Low,NA,B,0,NA,,,"forgot to deploy on the first day, so couldn't get 24-h densities",,,,,
5,7/5/2018,1,1,18,High,16,B,1,3,,,,,,,,
5,7/7/2018,1,4,1,High,11,A,0,,,,,,,,,
