Trial,Date,Week,Day,Reef,Treatment,Density,deployment.day,num.tol.occ.,which.tol,Adult.BEG.Density,Juv.BEG.density,notes,,,,,
6,8/22/2018,2,14,10,High,3,A,0,NA,0,0,,,,,,
6,8/22/2018,2,14,11,Medium,1,A,0,NA,0,1,,,,,,
6,8/22/2018,2,14,12,Control,0,A,0,NA,0,1,,,,,,
6,8/22/2018,2,14,13,Low,3,A,1,4,0,1,,,,,,
6,8/22/2018,2,14,14,Medium,0,A,0,NA,0,1,octo,,,,,
6,8/22/2018,2,14,15,High,4,A,1,2,0,1,,,,,,
6,8/22/2018,2,14,16,Low,3,A,0,NA,0,0,,,,,,
6,8/22/2018,2,14,17,High,2,A,1,2,0,0,,,,,,
6,8/22/2018,2,14,18,Medium,2,A,0,NA,0,1,,,,,,
6,8/22/2018,2,14,19,Control,1,A,0,NA,0,0,,,,,,
6,8/22/2018,2,14,20,High,3,A,0,NA,0,0,,,,,,
6,8/20/2018,2,12,1,Low,2,A,1,3,0,0,,,,,,
6,8/20/2018,2,12,2,Control,2,A,1,1,0,3,GYMO (15),,,,,
6,8/20/2018,2,12,3,Medium,4,A,2,"1,2",0,2,,,,,,
6,8/20/2018,2,12,4,Low,1,A,0,NA,0,2,,,,,,
6,8/20/2018,2,12,5,Control,3,A,1,1,0,2,,,,,,
6,8/20/2018,2,12,6,Medium,1,A,1,2,0,1,,,,,,
6,8/20/2018,2,12,7,High,5,A,2,"4,5",0,3,,,,,,
6,8/20/2018,2,12,8,Control,5,A,0,NA,0,0,,,,,,
6,8/20/2018,2,12,9,Low,4,A,1,2,3,3,,,,,,
6,8/20/2018,2,12,10,High,2,A,1,3,0,0,,,,,,
6,8/20/2018,2,12,11,Medium,1,A,1,3,0,0,,,,,,
6,8/20/2018,2,12,12,Control,1,A,0,NA,0,1,"PACL (8), MHASE (12)",,,,,
6,8/20/2018,2,12,13,Low,3,A,0,NA,0,5,,,,,,
6,8/20/2018,2,12,14,Medium,1,A,0,NA,0,3,,,,,,
6,8/20/2018,2,12,15,High,3,A,1,2,0,5,,,,,,
6,8/20/2018,2,12,16,Low,2,A,0,NA,0,2,,,,,,
6,8/20/2018,2,12,17,High,1,A,0,NA,0,1,,,,,,
6,8/20/2018,2,12,18,Medium,3,A,2,"3,5",0,1,,,,,,
6,8/20/2018,2,12,19,Control,2,A,0,NA,0,0,,,,,,
6,8/20/2018,2,12,20,High,4,A,1,1,0,0,,,,,,
6,8/15/2018,1,7,1,Low,6,A,0,NA,0,0,,,,,,
6,8/15/2018,1,7,2,Control,6,A,3,"1,3,4",2,2,,,,,,
6,8/15/2018,1,7,3,Medium,8,A,2,"1,5",0,1,,,,,,
6,8/15/2018,1,7,4,Low,6,A,1,2,1,1,,,,,,
6,8/15/2018,1,7,5,Control,9,A,2,"1,2",0,0,FHASE(10),,,,,
6,8/15/2018,1,7,6,Medium,8,A,3,"2,4,5",1,1,,,,,,
6,8/15/2018,1,7,7,High,5,A,0,NA,0,3,GYMO (30),,,,,
6,8/15/2018,1,7,8,Control,8,A,1,5,1,7,,,,,,
6,8/15/2018,1,7,9,Low,5,A,1,5,3,2,,,,,,
6,8/15/2018,1,7,10,High,5,A,0,NA,0,0,,,,,,
6,8/15/2018,1,7,11,Medium,2,A,0,NA,0,3,,,,,,
6,8/15/2018,1,7,12,Control,2,A,0,NA,1,3,"fuzzy (23), likely won't make it",,,,,
6,8/15/2018,1,7,13,Low,4,A,2,"1,3",1,2,,,,,,
6,8/15/2018,1,7,14,Medium,1,A,1,5,0,4,,,,,,
6,8/15/2018,1,7,15,High,6,A,1,4,0,6,1 fish (25/26) no caudal,,,,,
6,8/15/2018,1,7,16,Low,4,A,1,1,1,2,PACL (11) in cage,,,,,
6,8/15/2018,1,7,17,High,5,A,1,1,0,1,,,,,,
6,8/15/2018,1,7,18,Medium,7,A,2,"2,3",0,0,,,,,,
6,8/15/2018,1,7,19,Control,3,A,0,NA,0,0,,,,,,
6,8/15/2018,1,7,20,High,6,A,0,NA,0,0,,,,,,
6,8/12/2018,1,4,1,Low,8,A,0,NA,0,0,,,,,,
6,8/12/2018,1,4,2,Control,5,A,0,NA,0,4,,,,,,
6,8/12/2018,1,4,3,Medium,11,A,2,"1,4",0,0,,,,,,
6,8/12/2018,1,4,4,Low,7,A,1,"2,3",1,0,MHASE (9) in cage,,,,,
6,8/12/2018,1,4,5,Control,6,A,1,2,0,0,,,,,,
6,8/12/2018,1,4,6,Medium,7,A,0,NA,0,0,,,,,,
6,8/12/2018,1,4,7,High,3,A,0,NA,0,2,"octo, PACL (9) x 5, MHASE (9) x3",,,,,
6,8/12/2018,1,4,8,Control,3,A,0,NA,2,1,,,,,,
6,8/12/2018,1,4,9,Low,11,A,1,1,0,2,,,,,,
6,8/12/2018,1,4,10,High,4,A,0,NA,0,0,,,,,,
6,8/12/2018,1,4,11,Medium,6,A,1,4,0,0,,,,,,
6,8/12/2018,1,4,12,Control,1,A,1,1,0,2,,,,,,
6,8/12/2018,1,4,13,Low,8,A,1,3,0,2,21T looks bad,,,,,
6,8/12/2018,1,4,14,Medium,4,A,0,NA,0,2,,,,,,
6,8/12/2018,1,4,15,High,4,A,0,NA,0,3,,,,,,
6,8/12/2018,1,4,16,Low,9,A,0,NA,1,1,,,,,,
6,8/12/2018,1,4,17,High,4,A,0,NA,0,2,,,,,,
6,8/12/2018,1,4,18,Medium,12,A,2,"2,4",0,0,,,,,,
6,8/12/2018,1,4,19,Control,2,A,0,NA,0,0,,,,,,
6,8/12/2018,1,4,20,High,5,A,0,NA,0,0,PACL (9-11) x 6,,,,,
Trial,Date,Week,Day,Reef,Treatment,Density,Position,,,,,,Hours_after_deploy,Porportion_seen_day_6,Proportion_pop,,"these data should exist for 2017 trials, if that ends up being necessary to enter"
1,6/26/2017,1,1,1,Low,9,A,,,,,,24,NA,0.45,,"changed position (1,2,3) to A B C deployment days, as I think I likely deployed 6 reefs at a time on 3 separate days"
1,6/26/2017,1,1,2,Medium,9,A,,,,,,24,NA,0.45,,"going to leave the column labels here for now, and revisit this. Might be useful to have hourly time scales for 2017 density data, because the trials were so short. Day might be good though as an equivalent."
1,6/26/2017,1,1,3,Low,10,A,,,,,,24,NA,0.5,,
1,6/26/2017,1,1,4,High,9,A,,,,,,24,NA,0.45,,
1,6/26/2017,1,1,5,Medium,7,A,,,,,,24,NA,0.35,,
1,6/26/2017,1,1,6,High,13,A,,,,,,24,NA,0.65,,
1,6/27/2017,1,1,7,Medium,9,B,,,,,,24,NA,0.45,,
1,6/27/2017,1,1,8,Low,12,B,,,,,,24,NA,0.6,,
1,6/27/2017,1,1,9,High,10,B,,,,,,24,NA,0.5,,
1,6/27/2017,1,1,10,Low,11,B,,,,,,24,NA,0.55,,
1,6/27/2017,1,1,11,Medium,11,B,,,,,,24,NA,0.55,,
1,6/27/2017,1,1,12,High,13,B,,,,,,24,NA,0.65,,
1,6/29/2017,1,1,13,Low,16,C,,,,,,24,NA,0.8,,
1,6/29/2017,1,1,14,Medium,10,C,,,,,,24,NA,0.5,,
1,6/29/2017,1,1,15,High,13,C,,,,,,24,NA,0.65,,
1,6/29/2017,1,1,16,Low,13,C,,,,,,24,NA,0.65,,
1,6/29/2017,1,1,17,Medium,12,C,,,,,,24,NA,0.6,,
1,6/29/2017,1,1,18,High,11,C,,,,,,24,NA,0.55,,
2,7/28/2017,1,1,1,Medium,16,A,,,,,,24,NA,0.8,,
2,7/28/2017,1,1,2,Low,17,A,,,,,,24,NA,0.85,,
2,7/28/2017,1,1,3,High,14,A,,,,,,24,NA,0.7,,
2,7/28/2017,1,1,4,Medium,18,A,,,,,,24,NA,0.9,,
2,7/28/2017,1,1,5,High,16,A,,,,,,24,NA,0.8,,
2,7/28/2017,1,1,6,Low,18,A,,,,,,24,NA,0.9,,
2,7/30/2017,1,1,7,Medium,14,B,,,,,,24,NA,0.7,,
2,7/30/2017,1,1,8,Low,14,B,,,,,,24,NA,0.7,,
2,7/30/2017,1,1,9,High,13,B,,,,,,24,NA,0.65,,
2,7/30/2017,1,1,10,Low,15,B,,,,,,24,NA,0.75,,
2,7/30/2017,1,1,11,High,15,B,,,,,,24,NA,0.75,,
2,7/30/2017,1,1,12,Medium,14,B,,,,,,24,NA,0.7,,
2,7/31/2017,1,1,13,Low,13,C,,,,,,24,NA,0.65,,
2,7/31/2017,1,1,14,Medium,16,C,,,,,,24,NA,0.8,,
2,7/31/2017,1,1,15,High,13,C,,,,,,24,NA,0.65,,
2,7/31/2017,1,1,16,Low,15,C,,,,,,24,NA,0.75,,
2,7/31/2017,1,1,17,High,11,C,,,,,,24,NA,0.55,,
2,7/31/2017,1,1,18,Medium,4,C,,,,,,24,NA,0.2,,
2,7/29/2017,1,2,1,Medium,12,A,,,,,,48,NA,0.6,,
2,7/29/2017,1,2,2,Low,12,A,,,,,,48,NA,0.6,,
2,7/29/2017,1,2,3,High,6,A,,,,,,48,NA,0.3,,
2,7/29/2017,1,2,4,Medium,14,A,,,,,,48,NA,0.7,,
2,7/29/2017,1,2,5,High,15,A,,,,,,48,NA,0.75,,
2,7/29/2017,1,2,6,Low,10,A,,,,,,48,NA,0.5,,
2,8/1/2017,1,2,13,Low,7,C,,,,,,48,NA,0.35,,
2,8/1/2017,1,2,14,Medium,9,C,,,,,,48,NA,0.45,,
2,8/1/2017,1,2,15,High,8,C,,,,,,48,NA,0.4,,
2,8/1/2017,1,2,16,Low,9,C,,,,,,48,NA,0.45,,
2,8/1/2017,1,2,17,High,5,C,,,,,,48,NA,0.25,,
2,8/1/2017,1,2,18,Medium,3,C,,,,,,48,NA,0.15,,
2,7/30/2017,1,3,1,Medium,11,A,,,,,,72,NA,0.55,,
2,7/30/2017,1,3,2,Low,11,A,,,,,,72,NA,0.55,,
2,7/30/2017,1,3,3,High,3,A,,,,,,72,NA,0.15,,
2,7/30/2017,1,3,4,Medium,12,A,,,,,,72,NA,0.6,,
2,7/30/2017,1,3,5,High,8,A,,,,,,72,NA,0.4,,
2,7/30/2017,1,3,6,Low,7,A,,,,,,72,NA,0.35,,
2,8/1/2017,1,3,7,Medium,11,B,,,,,,72,NA,0.55,,
2,8/1/2017,1,3,8,Low,11,B,,,,,,72,NA,0.55,,
2,8/1/2017,1,3,9,High,6,B,,,,,,72,NA,0.3,,
2,8/1/2017,1,3,10,Low,8,B,,,,,,72,NA,0.4,,
2,8/1/2017,1,3,11,High,1,B,,,,,,72,NA,0.05,,
2,8/1/2017,1,3,12,Medium,11,B,,,,,,72,NA,0.55,,
2,8/2/2017,1,4,7,Medium,10,B,,,,,,96,NA,0.5,,
2,8/2/2017,1,4,8,Low,9,B,,,,,,96,NA,0.45,,
2,8/2/2017,1,4,9,High,9,B,,,,,,96,NA,0.45,,
2,8/2/2017,1,4,10,Low,11,B,,,,,,96,NA,0.55,,
2,8/2/2017,1,4,11,High,6,B,,,,,,96,NA,0.3,,
2,8/2/2017,1,4,12,Medium,12,B,,,,,,96,NA,0.6,,
2,8/3/2017,1,4,13,Low,5,C,,,,,,96,NA,0.25,,
2,8/3/2017,1,4,14,Medium,2,C,,,,,,96,NA,0.1,,
2,8/3/2017,1,4,15,High,5,C,,,,,,96,NA,0.25,,
2,8/3/2017,1,4,16,Low,5,C,,,,,,96,NA,0.25,,
2,8/3/2017,1,4,17,High,1,C,,,,,,96,NA,0.05,,
2,8/3/2017,1,4,18,Medium,2,C,,,,,,96,NA,0.1,,
2,8/1/2017,1,5,1,Medium,3,A,,,,,,120,NA,0.15,,
2,8/1/2017,1,5,2,Low,3,A,,,,,,120,NA,0.15,,
2,8/1/2017,1,5,3,High,3,A,,,,,,120,NA,0.15,,
2,8/1/2017,1,5,4,Medium,5,A,,,,,,120,NA,0.25,,
2,8/1/2017,1,5,5,High,4,A,,,,,,120,NA,0.2,,
2,8/1/2017,1,5,6,Low,4,A,,,,,,120,NA,0.2,,
2,8/3/2017,1,5,7,Medium,2,B,,,,,,120,NA,0.1,,
2,8/3/2017,1,5,8,Low,6,B,,,,,,120,NA,0.3,,
2,8/3/2017,1,5,9,High,5,B,,,,,,120,NA,0.25,,
2,8/3/2017,1,5,10,Low,7,B,,,,,,120,NA,0.35,,
2,8/3/2017,1,5,11,High,4,B,,,,,,120,NA,0.2,,
2,8/3/2017,1,5,12,Medium,10,B,,,,,,120,NA,0.5,,
3,8/17/2017,1,1,1,Low,9,A,,,,,,24,NA,0.45,,
3,8/17/2017,1,1,2,High,12,A,,,,,,24,NA,0.6,,
3,8/17/2017,1,1,3,Medium,11,A,,,,,,24,NA,0.55,,
3,8/17/2017,1,1,4,High,12,A,,,,,,24,NA,0.6,,
3,8/17/2017,1,1,5,Medium,13,A,,,,,,24,NA,0.65,,
3,8/17/2017,1,1,6,Low,12,A,,,,,,24,NA,0.6,,
3,8/16/2017,1,1,7,Medium,14,B,,,,,,24,NA,0.7,,
3,8/16/2017,1,1,8,High,14,B,,,,,,24,NA,0.7,,
3,8/16/2017,1,1,9,Low,15,B,,,,,,24,NA,0.75,,
3,8/16/2017,1,1,10,High,16,B,,,,,,24,NA,0.8,,
3,8/16/2017,1,1,11,Low,13,B,,,,,,24,NA,0.65,,
3,8/16/2017,1,1,12,Medium,12,B,,,,,,24,NA,0.6,,
3,8/16/2017,1,1,13,Low,12,C,,,,,,24,NA,0.6,,
3,8/16/2017,1,1,14,High,13,C,,,,,,24,NA,0.65,,
3,8/16/2017,1,1,15,Low,14,C,,,,,,24,NA,0.7,,
3,8/16/2017,1,1,16,Medium,14,C,,,,,,24,NA,0.7,,
3,8/16/2017,1,1,17,High,13,C,,,,,,24,NA,0.65,,
3,8/16/2017,1,1,18,Medium,14,C,,,,,,24,NA,0.7,,
3,8/18/2017,1,2,1,Low,10,A,,,,,,48,NA,0.5,,
3,8/18/2017,1,2,2,High,9,A,,,,,,48,NA,0.45,,
3,8/18/2017,1,2,3,Medium,16,A,,,,,,48,NA,0.8,,
3,8/18/2017,1,2,4,High,13,A,,,,,,48,NA,0.65,,
3,8/18/2017,1,2,5,Medium,11,A,,,,,,48,NA,0.55,,
3,8/18/2017,1,2,6,Low,14,A,,,,,,48,NA,0.7,,
3,8/17/2017,1,2,7,Medium,15,B,,,,,,48,NA,0.75,,
3,8/17/2017,1,2,8,High,7,B,,,,,,48,NA,0.35,,
3,8/17/2017,1,2,9,Low,11,B,,,,,,48,NA,0.55,,
3,8/17/2017,1,2,10,High,4,B,,,,,,48,NA,0.2,,
3,8/17/2017,1,2,11,Low,11,B,,,,,,48,NA,0.55,,
3,8/17/2017,1,2,12,Medium,12,B,,,,,,48,NA,0.6,,
3,8/17/2017,1,2,13,Low,12,C,,,,,,48,NA,0.6,,
3,8/17/2017,1,2,14,High,9,C,,,,,,48,NA,0.45,,
3,8/17/2017,1,2,15,Low,14,C,,,,,,48,NA,0.7,,
3,8/17/2017,1,2,16,Medium,14,C,,,,,,48,NA,0.7,,
3,8/17/2017,1,2,17,High,12,C,,,,,,48,NA,0.6,,
3,8/17/2017,1,2,18,Medium,17,C,,,,,,48,NA,0.85,,
3,8/19/2017,1,3,1,Low,11,A,,,,,,72,NA,0.55,,
3,8/19/2017,1,3,2,High,3,A,,,,,,72,NA,0.15,,
3,8/19/2017,1,3,3,Medium,15,A,,,,,,72,NA,0.75,,
3,8/19/2017,1,3,4,High,10,A,,,,,,72,NA,0.5,,
3,8/19/2017,1,3,5,Medium,12,A,,,,,,72,NA,0.6,,
3,8/19/2017,1,3,6,Low,9,A,,,,,,72,NA,0.45,,
3,8/18/2017,1,3,7,Medium,16,B,,,,,,72,NA,0.8,,
3,8/18/2017,1,3,8,High,8,B,,,,,,72,NA,0.4,,
3,8/18/2017,1,3,9,Low,10,B,,,,,,72,NA,0.5,,
3,8/18/2017,1,3,10,High,8,B,,,,,,72,NA,0.4,,
3,8/18/2017,1,3,11,Low,12,B,,,,,,72,NA,0.6,,
3,8/18/2017,1,3,12,Medium,11,B,,,,,,72,NA,0.55,,
3,8/18/2017,1,3,13,Low,10,C,,,,,,72,NA,0.5,,
3,8/18/2017,1,3,14,High,10,C,,,,,,72,NA,0.5,,
3,8/18/2017,1,3,15,Low,14,C,,,,,,72,NA,0.7,,
3,8/18/2017,1,3,16,Medium,15,C,,,,,,72,NA,0.75,,
3,8/18/2017,1,3,17,High,4,C,,,,,,72,NA,0.2,,
3,8/18/2017,1,3,18,Medium,11,C,,,,,,72,NA,0.55,,
3,8/19/2017,1,4,7,Medium,9,B,,,,,,96,NA,0.45,,
3,8/19/2017,1,4,8,High,6,B,,,,,,96,NA,0.3,,
3,8/19/2017,1,4,9,Low,10,B,,,,,,96,NA,0.5,,
3,8/19/2017,1,4,10,High,7,B,,,,,,96,NA,0.35,,
3,8/19/2017,1,4,11,Low,10,B,,,,,,96,NA,0.5,,
3,8/19/2017,1,4,12,Medium,7,B,,,,,,96,NA,0.35,,
3,8/19/2017,1,4,13,Low,9,C,,,,,,96,NA,0.45,,
3,8/19/2017,1,4,14,High,6,C,,,,,,96,NA,0.3,,
3,8/19/2017,1,4,15,Low,9,C,,,,,,96,NA,0.45,,
3,8/19/2017,1,4,16,Medium,5,C,,,,,,96,NA,0.25,,
3,8/19/2017,1,4,17,High,3,C,,,,,,96,NA,0.15,,
3,8/19/2017,1,4,18,Medium,10,C,,,,,,96,NA,0.5,,
3,8/21/2017,1,5,1,Low,6,A,,,,,,120,NA,0.3,,
3,8/21/2017,1,5,2,High,6,A,,,,,,120,NA,0.3,,
3,8/21/2017,1,5,3,Medium,8,A,,,,,,120,NA,0.4,,
3,8/21/2017,1,5,4,High,8,A,,,,,,120,NA,0.4,,
3,8/21/2017,1,5,5,Medium,9,A,,,,,,120,NA,0.45,,
3,8/21/2017,1,5,6,Low,8,A,,,,,,120,NA,0.4,,
3,8/22/2017,1,6,1,Low,5,A,,,,,,144,0.25,0.25,,
3,8/22/2017,1,6,2,High,6,A,,,,,,144,0.3,0.3,,
3,8/22/2017,1,6,3,Medium,6,A,,,,,,144,0.3,0.3,,
3,8/22/2017,1,6,4,High,4,A,,,,,,144,0.2,0.2,,
3,8/22/2017,1,6,5,Medium,9,A,,,,,,144,0.45,0.45,,
3,8/22/2017,1,6,6,Low,6,A,,,,,,144,0.3,0.3,,
3,8/21/2017,1,6,7,Medium,12,B,,,,,,144,0.6,0.6,,
3,8/21/2017,1,6,8,High,4,B,,,,,,144,0.2,0.2,,
3,8/21/2017,1,6,9,Low,8,B,,,,,,144,0.4,0.4,,
3,8/21/2017,1,6,10,High,4,B,,,,,,144,0.2,0.2,,
3,8/21/2017,1,6,11,Low,3,B,,,,,,144,0.15,0.15,,
3,8/21/2017,1,6,12,Medium,2,B,,,,,,144,0.1,0.1,,
3,8/21/2017,1,6,13,Low,6,C,,,,,,144,0.3,0.3,,
3,8/21/2017,1,6,14,High,8,C,,,,,,144,0.4,0.4,,
3,8/21/2017,1,6,15,Low,6,C,,,,,,144,0.3,0.3,,
3,8/21/2017,1,6,16,Medium,4,C,,,,,,144,0.2,0.2,,
3,8/21/2017,1,6,17,High,2,C,,,,,,144,0.1,0.1,,
3,8/21/2017,1,6,18,Medium,3,C,,,,,,144,0.15,0.15,,
